3
60,80
80,410
200,200
12
100,220
250,90
410,210
180,380
80,30
110,460
250,130
350,390
270,290
410,350
240,280
50,250
1000
60,80
80,410
200,200
62.4965445733,80.1313970828
80.2617119613,407.513736368
197.548548311,200.490290338
64.9930891467,80.2627941656
80.5234239226,405.027472735
195.097096622,200.980580676
67.48963372,80.3941912484
80.7851358839,402.541209103
192.645644932,201.470871014
69.9861782933,80.5255883312
81.0468478452,400.054945471
190.194193243,201.961161351
72.4827228667,80.656985414
81.3085598065,397.568681838
187.742741554,202.451451689
74.97926744,80.7883824968
81.5702717678,395.082418206
185.291289865,202.941742027
77.4758120133,80.9197795796
81.8319837291,392.596154574
182.839838175,203.432032365
79.9723565867,81.0511766625
82.0936956904,390.109890942
180.388386486,203.922322703
82.46890116,81.1825737453
82.3554076517,387.623627309
177.936934797,204.412613041
84.9654457333,81.3139708281
82.617119613,385.137363677
175.485483108,204.902903378
87.4619903066,81.4453679109
82.8788315742,382.651100045
173.034031418,205.393193716
89.95853488,81.5767649937
83.1405435355,380.164836412
170.582579729,205.883484054
92.4550794533,81.7081620765
83.4022554968,377.67857278
168.13112804,206.373774392
94.9516240266,81.8395591593
83.6639674581,375.192309148
165.679676351,206.86406473
97.4481686,81.9709562421
83.9256794194,372.706045515
163.228224662,207.354355068
99.9447131733,82.1023533249
84.1873913807,370.219781883
160.776772972,207.844645406
102.441257747,82.2337504077
84.449103342,367.733518251
158.325321283,208.334935743
104.93780232,82.3651474905
84.7108153033,365.247254619
155.873869594,208.825226081
107.434346893,82.4965445733
84.9725272646,362.760990986
153.422417905,209.315516419
109.930891467,82.6279416561
85.2342392259,360.274727354
150.970966215,209.805806757
112.42743604,82.7593387389
85.4959511872,357.788463722
148.519514526,210.296097095
114.923980613,82.8907358218
85.7576631485,355.302200089
146.068062837,210.786387433
117.420525187,83.0221329046
86.0193751098,352.815936457
143.616611148,211.27667777
119.91706976,83.1535299874
86.2810870711,350.329672825
141.165159459,211.766968108
122.413614333,83.2849270702
86.5427990324,347.843409192
138.713707769,212.257258446
124.910158907,83.416324153
86.8045109937,345.35714556
136.26225608,212.747548784
127.40670348,83.5477212358
87.066222955,342.870881928
133.810804391,213.237839122
129.903248053,83.6791183186
87.3279349163,340.384618296
131.359352702,213.72812946
132.399792627,83.8105154014
87.5896468776,337.898354663
128.907901012,214.218419798
134.8963372,83.9419124842
87.8513588389,335.412091031
126.456449323,214.708710135
137.392881773,84.073309567
88.1130708001,332.925827399
124.004997634,215.199000473
139.889426347,84.2047066498
88.3747827614,330.439563766
121.553545945,215.689290811
142.38597092,84.3361037326
88.6364947227,327.953300134
119.102094255,216.179581149
144.882515493,84.4675008154
88.898206684,325.467036502
116.650642566,216.669871487
147.379060067,84.5988978982
89.1599186453,322.980772869
114.199190877,217.160161825
149.87560464,84.730294981
89.4216306066,320.494509237
111.747739188,217.650452162
152.372149213,84.8616920639
89.6833425679,318.008245605
